industry_name_ANZSIC,rme_size_grp,variables
Information Media and Telecommunications,b_1-5,Rolling mean employees
Information Media and Telecommunications,b_1-5,Salaries and wages paid
Information Media and Telecommunications,b_1-5,"Sales, government funding, grants and subsidies"
Information Media and Telecommunications,b_1-5,Total income
Information Media and Telecommunications,b_1-5,Total expenditure
Information Media and Telecommunications,b_1-5,Operating profit before tax
Information Media and Telecommunications,b_1-5,Total assets
Information Media and Telecommunications,b_1-5,Fixed tangible assets
Information Media and Telecommunications,c_6-9,Activity unit
Information Media and Telecommunications,c_6-9,Rolling mean employees
Information Media and Telecommunications,c_6-9,Salaries and wages paid
Information Media and Telecommunications,c_6-9,"Sales, government funding, grants and subsidies"
Information Media and Telecommunications,c_6-9,Total income
Information Media and Telecommunications,c_6-9,Total expenditure
Information Media and Telecommunications,c_6-9,Operating profit before tax
Information Media and Telecommunications,c_6-9,Total assets
Information Media and Telecommunications,c_6-9,Fixed tangible assets
Information Media and Telecommunications,d_10-19,Activity unit
Information Media and Telecommunications,d_10-19,Rolling mean employees
Information Media and Telecommunications,d_10-19,Salaries and wages paid
Information Media and Telecommunications,d_10-19,"Sales, government funding, grants and subsidies"
Information Media and Telecommunications,d_10-19,Total income
Information Media and Telecommunications,d_10-19,Total expenditure
Information Media and Telecommunications,d_10-19,Operating profit before tax
Information Media and Telecommunications,d_10-19,Total assets
Information Media and Telecommunications,d_10-19,Fixed tangible assets
Information Media and Telecommunications,e_20-49,Activity unit
Information Media and Telecommunications,e_20-49,Rolling mean employees
Information Media and Telecommunications,e_20-49,Salaries and wages paid
Information Media and Telecommunications,e_20-49,"Sales, government funding, grants and subsidies"
Information Media and Telecommunications,e_20-49,Total income
Information Media and Telecommunications,e_20-49,Total expenditure
Information Media and Telecommunications,e_20-49,Operating profit before tax
Information Media and Telecommunications,e_20-49,Total assets
Information Media and Telecommunications,e_20-49,Fixed tangible assets
Information Media and Telecommunications,f_50-99,Activity unit
Information Media and Telecommunications,f_50-99,Rolling mean employees
Information Media and Telecommunications,f_50-99,Salaries and wages paid
Information Media and Telecommunications,f_50-99,"Sales, government funding, grants and subsidies"
Information Media and Telecommunications,f_50-99,Total income
Information Media and Telecommunications,f_50-99,Total expenditure
Information Media and Telecommunications,f_50-99,Operating profit before tax
Information Media and Telecommunications,f_50-99,Total assets
Information Media and Telecommunications,f_50-99,Fixed tangible assets
Information Media and Telecommunications,g_100-199,Activity unit
Information Media and Telecommunications,g_100-199,Rolling mean employees
Information Media and Telecommunications,g_100-199,Salaries and wages paid
Information Media and Telecommunications,g_100-199,"Sales, government funding, grants and subsidies"
Information Media and Telecommunications,g_100-199,Total income
Information Media and Telecommunications,g_100-199,Total expenditure
Information Media and Telecommunications,g_100-199,Operating profit before tax
Information Media and Telecommunications,g_100-199,Total assets
Information Media and Telecommunications,g_100-199,Fixed tangible assets
Information Media and Telecommunications,h_200+,Activity unit
Information Media and Telecommunications,h_200+,Rolling mean employees
Information Media and Telecommunications,h_200+,Salaries and wages paid
Information Media and Telecommunications,h_200+,"Sales, government funding, grants and subsidies"
Information Media and Telecommunications,h_200+,Total income
Information Media and Telecommunications,h_200+,Total expenditure
Information Media and Telecommunications,h_200+,Operating profit before tax
Information Media and Telecommunications,h_200+,Total assets
Information Media and Telecommunications,h_200+,Fixed tangible assets
Information Media and Telecommunications,i_Industry_Total,Activity unit
Information Media and Telecommunications,i_Industry_Total,Rolling mean employees
Information Media and Telecommunications,i_Industry_Total,Salaries and wages paid
Information Media and Telecommunications,i_Industry_Total,"Sales, government funding, grants and subsidies"
Information Media and Telecommunications,i_Industry_Total,Total income
Information Media and Telecommunications,i_Industry_Total,Total expenditure
Information Media and Telecommunications,i_Industry_Total,Operating profit before tax
Information Media and Telecommunications,i_Industry_Total,Total assets
Information Media and Telecommunications,i_Industry_Total,Fixed tangible assets
Financial and Insurance Services,a_0,Activity unit
Financial and Insurance Services,a_0,Rolling mean employees
Financial and Insurance Services,a_0,Salaries and wages paid
Financial and Insurance Services,a_0,"Sales, government funding, grants and subsidies"
Financial and Insurance Services,a_0,Total income
Financial and Insurance Services,a_0,Total expenditure
Financial and Insurance Services,a_0,Operating profit before tax
Financial and Insurance Services,a_0,Total assets
Financial and Insurance Services,a_0,Fixed tangible assets
Financial and Insurance Services,b_1-5,Activity unit
Financial and Insurance Services,b_1-5,Rolling mean employees
Financial and Insurance Services,b_1-5,Salaries and wages paid
Financial and Insurance Services,b_1-5,"Sales, government funding, grants and subsidies"
Financial and Insurance Services,b_1-5,Total income
Financial and Insurance Services,b_1-5,Total expenditure
Financial and Insurance Services,b_1-5,Operating profit before tax
Financial and Insurance Services,b_1-5,Total assets
Financial and Insurance Services,b_1-5,Fixed tangible assets
Financial and Insurance Services,c_6-9,Activity unit
Financial and Insurance Services,c_6-9,Rolling mean employees
Financial and Insurance Services,c_6-9,Salaries and wages paid
Financial and Insurance Services,c_6-9,"Sales, government funding, grants and subsidies"
Financial and Insurance Services,c_6-9,Total income
Financial and Insurance Services,c_6-9,Total expenditure
Financial and Insurance Services,c_6-9,Operating profit before tax
Financial and Insurance Services,c_6-9,Total assets
Financial and Insurance Services,c_6-9,Fixed tangible assets
Financial and Insurance Services,d_10-19,Activity unit
Financial and Insurance Services,d_10-19,Rolling mean employees
Financial and Insurance Services,d_10-19,Salaries and wages paid
Financial and Insurance Services,d_10-19,"Sales, government funding, grants and subsidies"
Financial and Insurance Services,d_10-19,Total income
Financial and Insurance Services,d_10-19,Total expenditure
Financial and Insurance Services,d_10-19,Operating profit before tax
Financial and Insurance Services,d_10-19,Total assets
Financial and Insurance Services,d_10-19,Fixed tangible assets
Financial and Insurance Services,e_20-49,Activity unit
Financial and Insurance Services,e_20-49,Rolling mean employees
Financial and Insurance Services,e_20-49,Salaries and wages paid
Financial and Insurance Services,e_20-49,"Sales, government funding, grants and subsidies"
Financial and Insurance Services,e_20-49,Total income
Financial and Insurance Services,e_20-49,Total expenditure
Financial and Insurance Services,e_20-49,Operating profit before tax
Financial and Insurance Services,e_20-49,Total assets
Financial and Insurance Services,e_20-49,Fixed tangible assets
Financial and Insurance Services,f_50-99,Activity unit
Financial and Insurance Services,f_50-99,Rolling mean employees
Financial and Insurance Services,f_50-99,Salaries and wages paid
Financial and Insurance Services,f_50-99,"Sales, government funding, grants and subsidies"
Financial and Insurance Services,f_50-99,Total income
Financial and Insurance Services,f_50-99,Total expenditure
Financial and Insurance Services,f_50-99,Operating profit before tax
Financial and Insurance Services,f_50-99,Total assets
Financial and Insurance Services,f_50-99,Fixed tangible assets
Financial and Insurance Services,g_100-199,Activity unit
Financial and Insurance Services,g_100-199,Rolling mean employees
Financial and Insurance Services,g_100-199,Salaries and wages paid
Financial and Insurance Services,g_100-199,"Sales, government funding, grants and subsidies"
Financial and Insurance Services,g_100-199,Total income
Financial and Insurance Services,g_100-199,Total expenditure
Financial and Insurance Services,g_100-199,Operating profit before tax
Financial and Insurance Services,g_100-199,Total assets
Financial and Insurance Services,g_100-199,Fixed tangible assets
Financial and Insurance Services,h_200+,Activity unit
Financial and Insurance Services,h_200+,Rolling mean employees
Financial and Insurance Services,h_200+,Salaries and wages paid
Financial and Insurance Services,h_200+,"Sales, government funding, grants and subsidies"
Financial and Insurance Services,h_200+,Total income
Financial and Insurance Services,h_200+,Total expenditure
Financial and Insurance Services,h_200+,Operating profit before tax
Financial and Insurance Services,h_200+,Total assets
Financial and Insurance Services,h_200+,Fixed tangible assets
Financial and Insurance Services,i_Industry_Total,Activity unit
Financial and Insurance Services,i_Industry_Total,Rolling mean employees
Financial and Insurance Services,i_Industry_Total,Salaries and wages paid
Financial and Insurance Services,i_Industry_Total,"Sales, government funding, grants and subsidies"
Financial and Insurance Services,i_Industry_Total,Total income
Financial and Insurance Services,i_Industry_Total,Total expenditure
Financial and Insurance Services,i_Industry_Total,Operating profit before tax
Financial and Insurance Services,i_Industry_Total,Total assets
Financial and Insurance Services,i_Industry_Total,Fixed tangible assets
"Rental, Hiring and Real Estate Services",a_0,Activity unit
"Rental, Hiring and Real Estate Services",a_0,Rolling mean employees
"Rental, Hiring and Real Estate Services",a_0,Salaries and wages paid
"Rental, Hiring and Real Estate Services",a_0,"Sales, government funding, grants and subsidies"
"Rental, Hiring and Real Estate Services",a_0,Total income
"Rental, Hiring and Real Estate Services",a_0,Total expenditure
"Rental, Hiring and Real Estate Services",a_0,Operating profit before tax
"Rental, Hiring and Real Estate Services",a_0,Total assets
"Rental, Hiring and Real Estate Services",a_0,Fixed tangible assets
"Rental, Hiring and Real Estate Services",b_1-5,Activity unit
"Rental, Hiring and Real Estate Services",b_1-5,Rolling mean employees
"Rental, Hiring and Real Estate Services",b_1-5,Salaries and wages paid
"Rental, Hiring and Real Estate Services",b_1-5,"Sales, government funding, grants and subsidies"
"Rental, Hiring and Real Estate Services",b_1-5,Total income
"Rental, Hiring and Real Estate Services",b_1-5,Total expenditure
"Rental, Hiring and Real Estate Services",b_1-5,Operating profit before tax
"Rental, Hiring and Real Estate Services",b_1-5,Total assets
"Rental, Hiring and Real Estate Services",b_1-5,Fixed tangible assets
"Rental, Hiring and Real Estate Services",c_6-9,Activity unit
"Rental, Hiring and Real Estate Services",c_6-9,Rolling mean employees
"Rental, Hiring and Real Estate Services",c_6-9,Salaries and wages paid
"Rental, Hiring and Real Estate Services",c_6-9,"Sales, government funding, grants and subsidies"
"Rental, Hiring and Real Estate Services",c_6-9,Total income
"Rental, Hiring and Real Estate Services",c_6-9,Total expenditure
"Rental, Hiring and Real Estate Services",c_6-9,Operating profit before tax
"Rental, Hiring and Real Estate Services",c_6-9,Total assets
"Rental, Hiring and Real Estate Services",c_6-9,Fixed tangible assets
"Rental, Hiring and Real Estate Services",d_10-19,Activity unit
"Rental, Hiring and Real Estate Services",d_10-19,Rolling mean employees
"Rental, Hiring and Real Estate Services",d_10-19,Salaries and wages paid
"Rental, Hiring and Real Estate Services",d_10-19,"Sales, government funding, grants and subsidies"
"Rental, Hiring and Real Estate Services",d_10-19,Total income
"Rental, Hiring and Real Estate Services",d_10-19,Total expenditure
"Rental, Hiring and Real Estate Services",d_10-19,Operating profit before tax
"Rental, Hiring and Real Estate Services",d_10-19,Total assets
"Rental, Hiring and Real Estate Services",d_10-19,Fixed tangible assets
"Rental, Hiring and Real Estate Services",e_20-49,Activity unit
"Rental, Hiring and Real Estate Services",e_20-49,Rolling mean employees
"Rental, Hiring and Real Estate Services",e_20-49,Salaries and wages paid
"Rental, Hiring and Real Estate Services",e_20-49,"Sales, government funding, grants and subsidies"
"Rental, Hiring and Real Estate Services",e_20-49,Total income
"Rental, Hiring and Real Estate Services",e_20-49,Total expenditure
"Rental, Hiring and Real Estate Services",e_20-49,Operating profit before tax
"Rental, Hiring and Real Estate Services",e_20-49,Total assets
"Rental, Hiring and Real Estate Services",e_20-49,Fixed tangible assets
"Rental, Hiring and Real Estate Services",f_50-99,Activity unit
"Rental, Hiring and Real Estate Services",f_50-99,Rolling mean employees
"Rental, Hiring and Real Estate Services",f_50-99,Salaries and wages paid
"Rental, Hiring and Real Estate Services",f_50-99,"Sales, government funding, grants and subsidies"
"Rental, Hiring and Real Estate Services",f_50-99,Total income
"Rental, Hiring and Real Estate Services",f_50-99,Total expenditure
